Enrollment_Method,App_Source,Payment_Method,Replacement_Indicator,Final_Status,Status,Gender,Issue_Age,Age_Group,Marital_Status,Employment,Face_Amount,Earn,Earnings_Range,Business_Bene,Child_Bene,Other_Bene,OthFamily_Bene,Spouse_Bene
O,Direct,ETRANS,0,Complete,1,F,36,30-39,MARRIED,ACTIVE,250000,23000,21-40,0,0,0,0,1
P,Agent,ETRANS,0,Complete,1,F,48,40-49,MARRIED,ACTIVE,275000,23000,21-40,0,0,0,0,1
P,Agent,CREDCARD,0,Complete,1,F,40,40-49,MARRIED,ACTIVE,500000,23000,21-40,0,0,0,0,1
P,Agent,CREDCARD,0,Complete,1,F,40,40-49,MARRIED,ACTIVE,500000,23000,21-40,0,0,0,0,1
P,Agent,ETRANS,0,Complete,1,M,26,0-29,SINGLE,ACTIVE,100000,23000,21-40,0,0,1,2,0
P,Direct,ETRANS,0,Complete,1,F,52,50-59,SINGLE,ACTIVE,100000,23000,21-40,0,1,0,0,0
P,Direct,ETRANS,0,Complete,1,F,55,50-59,SINGLE,ACTIVE,250000,23000,21-40,0,2,0,0,0
P,Agent,ETRANS,0,Complete,1,F,49,40-49,SINGLE,ACTIVE,250000,23000,21-40,0,2,0,0,0
P,Agent,ETRANS,0,Complete,1,F,30,30-39,SINGLE,ACTIVE,500000,23000,21-40,0,2,0,0,0
P,Agent,ETRANS,0,Complete,1,F,55,50-59,MARRIED,ACTIVE,100000,23500,21-40,0,2,0,0,0
P,Agent,ETRANS,1,Complete,1,F,56,50-59,MARRIED,DISABLED,100000,23544,21-40,0,0,0,0,1
P,Direct,ETRANS,0,Complete,1,F,44,40-49,SINGLE,UNSPEC,250000,23717,21-40,0,0,0,0,1
P,Agent,ETRANS,0,Complete,1,F,42,40-49,SEPARATED,ACTIVE,100000,24000,21-40,0,1,0,0,0
P,Agent,ETRANS,0,Complete,1,F,57,50-59,DIVORCED,ACTIVE,100000,24000,21-40,0,2,0,0,0
O,Direct,CREDCARD,0,Complete,1,F,47,40-49,DIVORCED,ACTIVE,100000,24000,21-40,0,4,0,0,0
P,Agent,ETRANS,0,Complete,1,F,51,50-59,DIVORCED,ACTIVE,250000,24000,21-40,0,1,0,0,0
P,Agent,ETRANS,0,Complete,1,M,42,40-49,DIVORCED,ACTIVE,500000,24000,21-40,0,2,0,0,0
P,Agent,ETRANS,0,Complete,1,F,55,50-59,MARRIED,ACTIVE,100000,24000,21-40,0,0,0,0,1
P,Agent,ETRANS,0,Complete,1,F,55,50-59,MARRIED,ACTIVE,100000,24000,21-40,0,0,0,0,1
P,Agent,CHECK,1,Complete,1,M,70,70-79,MARRIED,RETIRED,100000,24000,21-40,0,0,0,0,1
P,Agent,ETRANS,1,Complete,1,M,63,60-69,MARRIED,RETIRED,100000,24000,21-40,0,0,0,0,1
P,Agent,ETRANS,0,Complete,1,M,61,60-69,MARRIED,RETIRED,100000,24000,21-40,0,0,0,0,1
O,Direct,ETRANS,0,Complete,1,M,41,40-49,MARRIED,ACTIVE,100000,24000,21-40,0,0,0,0,1
P,Agent,CREDCARD,1,Complete,1,F,61,60-69,MARRIED,ACTIVE,100000,24000,21-40,0,0,0,0,1
P,Agent,CHECK,0,Complete,1,M,60,60-69,MARRIED,RETIRED,100000,24000,21-40,0,0,0,0,1
P,Direct,CHECK,0,Complete,1,M,69,60-69,MARRIED,RETIRED,100000,24000,21-40,0,0,0,0,1
P,Agent,CHECK,1,Complete,1,F,60,60-69,MARRIED,ACTIVE,200000,24000,21-40,0,0,0,0,1
O,Direct,CREDCARD,0,Complete,1,M,31,30-39,MARRIED,ACTIVE,250000,24000,21-40,0,0,0,0,1
P,Direct,ETRANS,1,Complete,1,F,56,50-59,MARRIED,UNSPEC,250000,24000,21-40,0,0,0,0,1
O,Direct,ETRANS,0,Complete,1,F,25,0-29,MARRIED,ACTIVE,250000,24000,21-40,0,2,0,0,1
P,Agent,CHECK,1,Complete,1,F,55,50-59,MARRIED,ACTIVE,250000,24000,21-40,0,0,0,0,1
P,Agent,CREDCARD,0,Complete,1,F,35,30-39,MARRIED,ACTIVE,250000,24000,21-40,0,1,0,0,0
P,Direct,CHECK,1,Complete,1,F,55,50-59,MARRIED,ACTIVE,250000,24000,21-40,0,0,0,0,1
P,Agent,CHECK,0,Complete,1,M,66,60-69,MARRIED,RETIRED,250000,24000,21-40,0,0,0,0,1
P,Agent,ETRANS,1,Complete,1,M,35,30-39,MARRIED,ACTIVE,250000,24000,21-40,0,0,0,0,1
P,Agent,CHECK,0,Complete,1,F,38,30-39,MARRIED,ACTIVE,300000,24000,21-40,0,0,0,0,1
O,Direct,ETRANS,0,Complete,1,M,35,30-39,MARRIED,ACTIVE,500000,24000,21-40,0,0,0,0,1
P,Agent,CREDCARD,0,Complete,1,F,33,30-39,MARRIED,ACTIVE,500000,24000,21-40,0,0,0,0,1
O,Direct,CREDCARD,0,Complete,1,M,29,0-29,MARRIED,ACTIVE,500000,24000,21-40,0,0,0,0,1
P,Direct,ETRANS,0,Complete,1,M,53,50-59,MARRIED,UNSPEC,100000,24000,21-40,0,0,0,0,1
P,Agent,ETRANS,0,Complete,1,M,26,0-29,SINGLE,ACTIVE,100000,24000,21-40,0,0,0,0,1
P,Agent,ETRANS,0,Complete,1,F,60,60-69,SINGLE,UNSPEC,100000,24000,21-40,0,2,1,1,0
O,Direct,ETRANS,0,Complete,1,F,47,40-49,SINGLE,ACTIVE,100000,24000,21-40,0,1,0,0,0
P,Agent,CHECK,0,Complete,1,M,21,0-29,SINGLE,ACTIVE,100000,24000,21-40,0,0,1,0,0
P,Agent,ETRANS,0,Complete,1,F,43,40-49,SINGLE,ACTIVE,100000,24000,21-40,0,0,0,1,0
P,Agent,CHECK,0,Complete,1,M,52,50-59,SINGLE,ACTIVE,250000,24000,21-40,0,0,1,0,0
P,Direct,ETRANS,0,Complete,1,F,39,30-39,SINGLE,ACTIVE,250000,24000,21-40,0,3,0,0,0
O,Direct,ETRANS,0,Complete,1,F,34,30-39,SINGLE,ACTIVE,500000,24000,21-40,0,0,0,0,1
O,Direct,ETRANS,0,Complete,1,F,39,30-39,SINGLE,NOTACTIVE,700000,24000,21-40,0,1,0,0,0
P,Agent,CREDCARD,0,Complete,1,F,52,50-59,WIDOWED,ACTIVE,100000,24000,21-40,0,2,0,0,0
P,Agent,ETRANS,1,Complete,1,M,70,70-79,MARRIED,RETIRED,250000,24800,21-40,0,0,0,0,1
P,Agent,ETRANS,0,Complete,1,M,37,30-39,SINGLE,ACTIVE,250000,24960,21-40,0,0,0,1,0
P,Agent,ETRANS,0,Complete,1,M,56,50-59,SEPARATED,ACTIVE,250000,25000,21-40,0,1,0,0,0
P,Agent,CHECK,1,Complete,1,M,54,50-59,DIVORCED,ACTIVE,100000,25000,21-40,0,3,0,0,0
P,Agent,ETRANS,0,Complete,1,F,37,30-39,DIVORCED,ACTIVE,250000,25000,21-40,0,0,0,1,0
P,Agent,CHECK,0,Complete,1,F,55,50-59,MARRIED,ACTIVE,100000,25000,21-40,0,0,0,0,1
P,Agent,ETRANS,0,Complete,1,F,68,60-69,MARRIED,ACTIVE,100000,25000,21-40,0,0,0,0,1
P,Agent,ETRANS,0,Complete,1,M,70,70-79,MARRIED,RETIRED,100000,25000,21-40,0,0,0,0,1
O,Direct,ETRANS,0,Complete,1,M,28,0-29,MARRIED,ACTIVE,100000,25000,21-40,0,0,0,0,1
P,Direct,ETRANS,0,Complete,1,F,60,60-69,MARRIED,UNSPEC,100000,25000,21-40,0,0,0,0,1
O,Direct,CHECK,0,Complete,1,M,45,40-49,MARRIED,ACTIVE,100000,25000,21-40,0,0,0,0,1
P,Agent,CREDCARD,0,Complete,1,F,61,60-69,MARRIED,DISABLED,100000,25000,21-40,0,0,0,0,1
O,Direct,ETRANS,0,Complete,1,M,32,30-39,MARRIED,STUDENT,100000,25000,21-40,0,0,0,0,1
P,Agent,CHECK,1,Complete,1,M,70,70-79,MARRIED,RETIRED,100000,25000,21-40,0,0,0,0,1
P,Agent,ETRANS,1,Complete,1,F,55,50-59,MARRIED,ACTIVE,100000,25000,21-40,0,0,0,0,1
P,Direct,ETRANS,0,Complete,1,F,50,50-59,MARRIED,ACTIVE,100000,25000,21-40,0,0,0,0,1
O,Direct,CHECK,0,Complete,1,F,51,50-59,MARRIED,ACTIVE,100000,25000,21-40,0,2,0,0,0
P,Direct,ETRANS,0,Complete,1,F,56,50-59,MARRIED,ACTIVE,100000,25000,21-40,0,0,0,0,1
P,Agent,CHECK,0,Complete,1,F,51,50-59,MARRIED,UNSPEC,200000,25000,21-40,0,0,0,0,1
P,Agent,CREDCARD,0,Complete,1,F,25,0-29,MARRIED,ACTIVE,250000,25000,21-40,0,0,0,0,1
P,Agent,ETRANS,1,Complete,1,M,61,60-69,MARRIED,ACTIVE,250000,25000,21-40,0,0,0,0,1
P,Agent,ETRANS,0,Complete,1,F,31,30-39,MARRIED,ACTIVE,250000,25000,21-40,0,0,0,0,1
P,Agent,CREDCARD,0,Complete,1,F,42,40-49,MARRIED,ACTIVE,250000,25000,21-40,0,0,0,0,1
P,Direct,ETRANS,1,Complete,1,M,45,40-49,MARRIED,UNSPEC,250000,25000,21-40,0,0,0,0,1
P,Agent,CREDCARD,1,Complete,1,F,54,50-59,MARRIED,ACTIVE,250000,25000,21-40,0,0,0,0,1
O,Direct,ETRANS,0,Complete,1,F,53,50-59,MARRIED,ACTIVE,250000,25000,21-40,0,0,0,0,1
P,Agent,CHECK,1,Complete,1,F,60,60-69,MARRIED,ACTIVE,250000,25000,21-40,0,0,0,0,1
P,Agent,CHECK,0,Complete,1,F,57,50-59,MARRIED,ACTIVE,250000,25000,21-40,0,0,0,0,1
P,Agent,ETRANS,0,Complete,1,F,47,40-49,MARRIED,ACTIVE,250000,25000,21-40,0,0,0,0,1
P,Agent,CHECK,0,Complete,1,F,55,50-59,MARRIED,ACTIVE,250000,25000,21-40,0,0,0,0,1
P,Agent,CHECK,0,Complete,1,M,40,40-49,MARRIED,ACTIVE,250000,25000,21-40,0,0,0,0,1
P,Agent,ETRANS,0,Complete,1,F,33,30-39,MARRIED,ACTIVE,250000,25000,21-40,0,0,0,0,1
P,Direct,CHECK,1,Complete,1,F,58,50-59,MARRIED,UNSPEC,250000,25000,21-40,0,0,0,0,1
P,Agent,ETRANS,0,Complete,1,F,38,30-39,MARRIED,ACTIVE,250000,25000,21-40,0,0,0,0,1
P,Agent,ETRANS,0,Complete,1,F,40,40-49,MARRIED,ACTIVE,250000,25000,21-40,0,0,0,0,1
P,Agent,ETRANS,1,Complete,1,F,59,50-59,MARRIED,ACTIVE,250000,25000,21-40,0,0,0,0,1
P,Agent,CHECK,1,Complete,1,F,29,0-29,MARRIED,ACTIVE,250000,25000,21-40,0,0,0,0,1
P,Agent,CHECK,0,Complete,1,F,55,50-59,MARRIED,ACTIVE,250000,25000,21-40,0,0,0,0,1
P,Direct,CHECK,0,Complete,1,F,59,50-59,MARRIED,RETIRED,250000,25000,21-40,0,3,0,0,0
P,Agent,ETRANS,0,Complete,1,F,42,40-49,MARRIED,ACTIVE,250000,25000,21-40,0,0,0,0,1
P,Agent,CHECK,0,Complete,1,F,57,50-59,MARRIED,ACTIVE,250000,25000,21-40,0,3,0,0,0
P,Direct,ETRANS,0,Complete,1,F,53,50-59,MARRIED,ACTIVE,250000,25000,21-40,0,0,0,0,1
O,Direct,ETRANS,0,Complete,1,F,32,30-39,MARRIED,ACTIVE,250000,25000,21-40,0,0,0,0,1
P,Agent,ETRANS,0,Complete,1,F,47,40-49,MARRIED,ACTIVE,350000,25000,21-40,0,2,0,0,1
O,Direct,CREDCARD,0,Complete,1,F,52,50-59,MARRIED,ACTIVE,350000,25000,21-40,0,0,0,0,1
O,Direct,CREDCARD,0,Complete,1,F,30,30-39,MARRIED,ACTIVE,400000,25000,21-40,0,0,0,0,1
P,Agent,ETRANS,0,Complete,1,M,32,30-39,MARRIED,ACTIVE,500000,25000,21-40,0,0,0,0,1
P,Agent,CHECK,1,Complete,1,F,44,40-49,MARRIED,ACTIVE,500000,25000,21-40,0,0,0,0,1
P,Agent,ETRANS,1,Complete,1,F,40,40-49,MARRIED,ACTIVE,500000,25000,21-40,1,0,0,0,0
P,Agent,ETRANS,0,Complete,1,F,30,30-39,MARRIED,ACTIVE,500000,25000,21-40,0,0,0,0,1
O,Direct,CHECK,0,Complete,1,F,30,30-39,MARRIED,ACTIVE,500000,25000,21-40,0,0,0,0,1
P,Agent,CREDCARD,0,Complete,1,F,49,40-49,MARRIED,ACTIVE,500000,25000,21-40,0,0,0,0,1
P,Agent,ETRANS,0,Complete,1,F,53,50-59,MARRIED,ACTIVE,500000,25000,21-40,0,0,0,0,1
P,Agent,CREDCARD,0,Complete,1,F,33,30-39,MARRIED,ACTIVE,500000,25000,21-40,0,0,0,0,1
P,Agent,CREDCARD,0,Complete,1,M,59,50-59,MARRIED,ACTIVE,500000,25000,21-40,0,0,0,0,1
P,Agent,CREDCARD,0,Complete,1,F,56,50-59,MARRIED,ACTIVE,500000,25000,21-40,0,0,0,0,1
P,Direct,ETRANS,0,Complete,1,F,31,30-39,MARRIED,ACTIVE,500000,25000,21-40,0,0,0,0,1
P,Agent,ETRANS,1,Complete,1,F,44,40-49,MARRIED,ACTIVE,500000,25000,21-40,1,0,0,0,0
O,Direct,ETRANS,0,Complete,1,M,45,40-49,MARRIED,ACTIVE,500000,25000,21-40,0,0,1,0,1
P,Agent,CHECK,0,Complete,1,F,55,50-59,MARRIED,HOMEMAKER,500000,25000,21-40,0,2,0,0,0
P,Agent,ETRANS,0,Complete,1,M,39,30-39,MARRIED,ACTIVE,500000,25000,21-40,0,0,0,0,1
P,Agent,ETRANS,1,Complete,1,F,56,50-59,MARRIED,ACTIVE,500000,25000,21-40,0,0,0,0,1
P,Agent,CHECK,0,Complete,1,M,40,40-49,MARRIED,ACTIVE,750000,25000,21-40,0,0,0,0,1
O,Direct,CREDCARD,0,Complete,1,M,35,30-39,MARRIED,STUDENT,1000000,25000,21-40,0,0,0,0,1
O,Direct,ETRANS,0,Complete,1,F,41,40-49,MARRIED,STUDENT,2000000,25000,21-40,0,5,0,0,0
P,Agent,ETRANS,0,Complete,1,F,58,50-59,SINGLE,ACTIVE,100000,25000,21-40,0,3,0,0,0
P,Agent,ETRANS,0,Complete,1,M,62,60-69,SINGLE,RETIRED,100000,25000,21-40,0,0,0,0,1
P,Direct,CHECK,0,Complete,1,F,59,50-59,SINGLE,ACTIVE,100000,25000,21-40,0,2,0,0,0
P,Agent,ETRANS,0,Complete,1,F,33,30-39,SINGLE,ACTIVE,250000,25000,21-40,0,1,0,0,0
P,Agent,CREDCARD,0,Complete,1,F,54,50-59,SINGLE,ACTIVE,250000,25000,21-40,0,0,0,0,1
O,Direct,ETRANS,0,Complete,1,M,33,30-39,SINGLE,ACTIVE,500000,25000,21-40,0,2,1,0,0
P,Direct,ETRANS,0,Complete,1,F,37,30-39,SINGLE,ACTIVE,500000,25000,21-40,0,2,2,0,0
P,Agent,ETRANS,0,Complete,1,F,43,40-49,SINGLE,ACTIVE,500000,25000,21-40,0,0,0,1,0
P,Direct,ETRANS,0,Complete,1,F,56,50-59,SINGLE,ACTIVE,750000,25000,21-40,0,3,0,0,0
P,Agent,ETRANS,0,Complete,1,F,59,50-59,WIDOWED,ACTIVE,100000,25000,21-40,0,3,0,0,0
P,Agent,CREDCARD,0,Complete,1,F,57,50-59,WIDOWED,ACTIVE,250000,25000,21-40,0,2,0,0,0
P,Direct,ETRANS,0,Complete,1,M,60,60-69,MARRIED,RETIRED,250000,25363,21-40,0,1,0,0,1
P,Agent,CREDCARD,0,Complete,1,M,36,30-39,MARRIED,ACTIVE,250000,25400,21-40,0,0,0,0,1
P,Agent,ETRANS,0,Complete,1,M,54,50-59,DIVORCED,ACTIVE,100000,26000,21-40,0,2,0,0,0
O,Direct,ETRANS,0,Complete,1,M,58,50-59,MARRIED,ACTIVE,100000,26000,21-40,0,0,0,0,1
P,Direct,CHECK,0,Complete,1,M,48,40-49,MARRIED,UNSPEC,100000,26000,21-40,0,0,0,0,1
P,Agent,ETRANS,1,Complete,1,F,59,50-59,MARRIED,ACTIVE,100000,26000,21-40,0,0,0,0,1
P,Agent,CHECK,1,Complete,1,F,58,50-59,MARRIED,RETIRED,100000,26000,21-40,0,0,0,0,1
P,Agent,ETRANS,0,Complete,1,F,45,40-49,MARRIED,ACTIVE,125000,26000,21-40,0,0,0,0,1
O,Direct,ETRANS,0,Complete,1,F,42,40-49,MARRIED,ACTIVE,150000,26000,21-40,0,1,0,0,1
O,Direct,ETRANS,0,Complete,1,F,45,40-49,MARRIED,ACTIVE,150000,26000,21-40,0,0,0,1,1
P,Agent,CREDCARD,0,Complete,1,F,64,60-69,MARRIED,RETIRED,250000,26000,21-40,0,2,0,0,1
P,Agent,CHECK,1,Complete,1,M,58,50-59,MARRIED,ACTIVE,250000,26000,21-40,0,0,0,0,1
P,Direct,CHECK,0,Complete,1,F,54,50-59,MARRIED,ACTIVE,250000,26000,21-40,0,0,0,0,1
P,Direct,ETRANS,1,Complete,1,F,43,40-49,MARRIED,ACTIVE,250000,26000,21-40,0,0,0,0,1
P,Direct,CHECK,0,Complete,1,F,41,40-49,MARRIED,ACTIVE,250000,26000,21-40,0,0,0,0,1
P,Agent,ETRANS,1,Complete,1,F,39,30-39,MARRIED,ACTIVE,500000,26000,21-40,0,0,0,0,1
P,Agent,ETRANS,0,Complete,1,F,41,40-49,MARRIED,ACTIVE,500000,26000,21-40,0,0,0,0,1
O,Direct,ETRANS,0,Complete,1,M,32,30-39,MARRIED,ACTIVE,500000,26000,21-40,0,0,0,0,1
P,Agent,ETRANS,0,Complete,1,F,39,30-39,MARRIED,ACTIVE,550000,26000,21-40,0,0,0,0,1
O,Direct,ETRANS,0,Complete,1,F,38,30-39,MARRIED,ACTIVE,1000000,26000,21-40,0,0,0,0,1
P,Agent,ETRANS,1,Complete,1,F,63,60-69,SINGLE,ACTIVE,100000,26000,21-40,0,3,0,0,0
P,Direct,CREDCARD,0,Complete,1,F,34,30-39,SINGLE,ACTIVE,100000,26000,21-40,0,1,0,0,0
P,Direct,ETRANS,0,Complete,1,F,47,40-49,SINGLE,DISABLED,250000,26000,21-40,0,1,0,0,0
P,Agent,ETRANS,0,Complete,1,F,32,30-39,MARRIED,ACTIVE,500000,26400,21-40,0,0,0,0,1
P,Direct,ETRANS,0,Complete,1,F,55,50-59,MARRIED,ACTIVE,250000,26523,21-40,0,0,0,0,1
P,Direct,CHECK,0,Complete,1,F,52,50-59,MARRIED,ACTIVE,100000,26728,21-40,0,1,0,0,1
O,Direct,ETRANS,0,Complete,1,M,35,30-39,MARRIED,ACTIVE,600000,26880,21-40,0,0,0,0,1
P,Direct,ETRANS,0,Complete,1,F,60,60-69,SINGLE,DISABLED,100000,26900,21-40,0,0,0,1,0
P,Agent,ETRANS,0,Complete,1,F,56,50-59,SEPARATED,ACTIVE,100000,27000,21-40,0,2,0,0,0
P,Agent,ETRANS,0,Complete,1,M,56,50-59,MARRIED,ACTIVE,100000,27000,21-40,0,2,0,0,0
O,Direct,ETRANS,0,Complete,1,M,58,50-59,MARRIED,ACTIVE,150000,27000,21-40,0,0,0,0,1
P,Agent,ETRANS,0,Complete,1,F,40,40-49,MARRIED,ACTIVE,250000,27000,21-40,0,0,0,0,1
P,Agent,ETRANS,0,Complete,1,M,44,40-49,MARRIED,ACTIVE,500000,27000,21-40,0,0,0,0,1
P,Agent,ETRANS,0,Complete,1,F,50,50-59,MARRIED,ACTIVE,500000,27000,21-40,0,0,0,0,1
O,Direct,ETRANS,0,Complete,1,F,33,30-39,MARRIED,ACTIVE,800000,27000,21-40,0,0,0,0,1
P,Direct,CHECK,0,Complete,1,F,51,50-59,SINGLE,DISABLED,100000,27000,21-40,0,2,0,0,0
P,Agent,CHECK,0,Complete,1,F,54,50-59,SINGLE,ACTIVE,250000,27000,21-40,0,3,0,0,0
P,Agent,CREDCARD,0,Complete,1,F,26,0-29,SINGLE,ACTIVE,500000,27000,21-40,0,0,0,1,0
O,Direct,ETRANS,0,Complete,1,M,35,30-39,SINGLE,ACTIVE,550000,27000,21-40,0,0,0,0,1
P,Agent,ETRANS,0,Complete,1,F,33,30-39,SINGLE,ACTIVE,750000,27000,21-40,0,0,0,1,0
O,Direct,ETRANS,0,Complete,1,F,62,60-69,WIDOWED,ACTIVE,100000,27000,21-40,0,2,0,0,0
P,Direct,ETRANS,0,Complete,1,M,42,40-49,MARRIED,ACTIVE,100000,27007,21-40,0,0,0,0,1
O,Direct,ETRANS,0,Complete,1,F,23,0-29,MARRIED,ACTIVE,200000,27300,21-40,0,0,0,0,1
P,Direct,ETRANS,0,Complete,1,F,46,40-49,SINGLE,ACTIVE,100000,27435,21-40,0,2,0,0,0
P,Direct,ETRANS,0,Complete,1,F,40,40-49,MARRIED,UNSPEC,250000,27500,21-40,0,0,0,0,1
P,Agent,ETRANS,0,Complete,1,F,40,40-49,MARRIED,ACTIVE,250000,27500,21-40,1,0,0,0,0
P,Direct,ETRANS,0,Complete,1,F,59,50-59,SINGLE,ACTIVE,100000,27600,21-40,0,1,0,0,0
P,Agent,ETRANS,0,Complete,1,F,57,50-59,SEPARATED,ACTIVE,100000,28000,21-40,0,1,0,0,0
P,Agent,ETRANS,0,Complete,1,F,55,50-59,DIVORCED,ACTIVE,250000,28000,21-40,0,1,0,0,0
O,Direct,ETRANS,0,Complete,1,F,42,40-49,DIVORCED,ACTIVE,250000,28000,21-40,0,0,0,0,1
P,Agent,ETRANS,0,Complete,1,M,62,60-69,MARRIED,UNSPEC,100000,28000,21-40,0,0,0,0,1
P,Agent,CREDCARD,1,Complete,1,F,50,50-59,MARRIED,ACTIVE,100000,28000,21-40,0,0,0,0,1
P,Agent,ETRANS,0,Complete,1,F,61,60-69,MARRIED,ACTIVE,100000,28000,21-40,0,1,0,0,0
P,Direct,CHECK,0,Complete,1,F,38,30-39,MARRIED,ACTIVE,100000,28000,21-40,0,0,0,1,1
P,Agent,ETRANS,0,Complete,1,F,32,30-39,MARRIED,ACTIVE,100000,28000,21-40,0,0,0,1,0
P,Direct,ETRANS,0,Complete,1,F,55,50-59,MARRIED,ACTIVE,150000,28000,21-40,0,0,0,0,1
P,Direct,ETRANS,0,Complete,1,F,46,40-49,MARRIED,UNSPEC,250000,28000,21-40,0,0,0,0,1
P,Direct,CREDCARD,0,Complete,1,F,44,40-49,MARRIED,UNSPEC,250000,28000,21-40,0,0,0,0,1
P,Agent,CREDCARD,0,Complete,1,M,59,50-59,MARRIED,ACTIVE,250000,28000,21-40,0,0,0,0,1
P,Direct,ETRANS,0,Complete,1,F,49,40-49,MARRIED,ACTIVE,250000,28000,21-40,0,0,0,0,1
P,Direct,ETRANS,0,Complete,1,M,50,50-59,MARRIED,ACTIVE,250000,28000,21-40,0,0,0,0,1
P,Direct,CHECK,0,Complete,1,F,48,40-49,MARRIED,ACTIVE,250000,28000,21-40,0,0,0,0,1
O,Direct,ETRANS,0,Complete,1,F,28,0-29,MARRIED,STUDENT,300000,28000,21-40,0,0,0,0,1
O,Direct,ETRANS,0,Complete,1,F,30,30-39,MARRIED,ACTIVE,700000,28000,21-40,0,3,0,0,0
P,Agent,CHECK,0,Complete,1,F,43,40-49,SINGLE,STUDENT,500000,28000,21-40,0,0,0,2,0
P,Direct,CHECK,0,Complete,1,F,41,40-49,SINGLE,ACTIVE,500000,28000,21-40,0,2,0,0,0
O,Direct,ETRANS,0,Complete,1,F,32,30-39,SINGLE,ACTIVE,600000,28000,21-40,0,1,0,0,1
O,Direct,ETRANS,0,Complete,1,M,38,30-39,SINGLE,ACTIVE,700000,28000,21-40,0,0,0,0,1
O,Direct,ETRANS,0,Complete,1,F,30,30-39,SINGLE,ACTIVE,550000,28080,21-40,0,1,0,0,0
P,Agent,ETRANS,1,Complete,1,M,59,50-59,MARRIED,ACTIVE,250000,28500,21-40,0,0,0,0,1
O,Direct,ETRANS,0,Complete,1,F,40,40-49,MARRIED,DISABLED,300000,28500,21-40,0,0,0,0,1
P,Agent,CHECK,1,Complete,1,F,58,50-59,MARRIED,ACTIVE,100000,28600,21-40,0,0,0,0,1
P,Direct,CREDCARD,0,Complete,1,M,40,40-49,MARRIED,UNSPEC,100000,29000,21-40,0,0,0,0,1
P,Direct,ETRANS,0,Complete,1,F,49,40-49,MARRIED,UNSPEC,100000,29000,21-40,0,0,0,0,1
P,Agent,ETRANS,0,Complete,1,F,56,50-59,MARRIED,ACTIVE,100000,29000,21-40,0,0,0,0,1
P,Agent,ETRANS,0,Complete,1,M,49,40-49,MARRIED,ACTIVE,100000,29000,21-40,0,0,0,0,1
P,Agent,CREDCARD,1,Complete,1,F,56,50-59,MARRIED,ACTIVE,100000,29000,21-40,0,0,0,0,1
P,Agent,ETRANS,1,Complete,1,F,58,50-59,MARRIED,ACTIVE,100000,29000,21-40,0,0,0,0,1
P,Agent,ETRANS,0,Complete,1,F,67,60-69,MARRIED,RETIRED,172000,29000,21-40,0,1,0,0,1
P,Agent,ETRANS,0,Complete,1,F,28,0-29,MARRIED,ACTIVE,500000,29000,21-40,0,0,0,1,1
P,Agent,CREDCARD,0,Complete,1,M,31,30-39,MARRIED,ACTIVE,500000,29000,21-40,0,0,0,0,1
P,Agent,CREDCARD,0,Complete,1,F,32,30-39,MARRIED,ACTIVE,500000,29000,21-40,0,0,0,0,1
P,Agent,ETRANS,1,Complete,1,F,59,50-59,SINGLE,ACTIVE,250000,29000,21-40,0,1,0,0,0
P,Agent,ETRANS,0,Complete,1,F,36,30-39,SINGLE,ACTIVE,250000,29000,21-40,0,3,0,0,0
P,Agent,ETRANS,0,Complete,1,F,43,40-49,SINGLE,ACTIVE,500000,29000,21-40,0,0,0,0,1
P,Agent,CHECK,0,Complete,1,F,34,30-39,MARRIED,NOTACTIVE,1000000,29200,21-40,0,0,0,0,1
P,Agent,ETRANS,1,Complete,1,F,57,50-59,MARRIED,ACTIVE,100000,29837,21-40,0,2,0,0,1
P,Agent,CHECK,1,Complete,1,F,53,50-59,DIVORCED,ACTIVE,100000,30000,21-40,0,2,0,0,0
P,Agent,ETRANS,1,Complete,1,F,56,50-59,DIVORCED,ACTIVE,100000,30000,21-40,0,0,1,1,0
P,Agent,ETRANS,0,Complete,1,F,38,30-39,DIVORCED,ACTIVE,100000,30000,21-40,0,1,0,0,1
P,Agent,ETRANS,0,Complete,1,F,60,60-69,DIVORCED,ACTIVE,100000,30000,21-40,0,0,0,1,0
O,Direct,ETRANS,0,Complete,1,M,41,40-49,DIVORCED,ACTIVE,250000,30000,21-40,0,1,0,0,0
P,Agent,ETRANS,0,Complete,1,F,57,50-59,DIVORCED,ACTIVE,300000,30000,21-40,0,2,0,0,0
P,Agent,ETRANS,0,Complete,1,M,56,50-59,MARRIED,ACTIVE,100000,30000,21-40,0,0,0,0,1
P,Direct,CHECK,0,Complete,1,F,49,40-49,MARRIED,ACTIVE,100000,30000,21-40,0,0,0,0,1
O,Direct,ETRANS,0,Complete,1,F,31,30-39,MARRIED,HOMEMAKER,100000,30000,21-40,0,0,0,0,1
P,Agent,ETRANS,0,Complete,1,F,58,50-59,MARRIED,ACTIVE,100000,30000,21-40,0,0,0,0,1
P,Direct,ETRANS,1,Complete,1,M,59,50-59,MARRIED,UNSPEC,100000,30000,21-40,0,0,0,0,1
P,Direct,CHECK,0,Complete,1,M,36,30-39,MARRIED,UNSPEC,100000,30000,21-40,0,0,0,0,1
P,Direct,ETRANS,1,Complete,1,M,55,50-59,MARRIED,UNSPEC,100000,30000,21-40,0,0,0,0,1
P,Agent,CHECK,0,Complete,1,M,62,60-69,MARRIED,ACTIVE,100000,30000,21-40,0,2,0,0,1
